nid,sid,label
MLS000728965-01,24810901,medium
MLS000765008-01,24804369,low
MLS000708426-01,24804525,low
MLS000772825-01,24831445,medium
MLS000707297-01,24821390,medium
MLS000683207-01,24816484,low
MLS002182574-01,57258317,medium
MLS001001317-01,47198771,medium
MLS000858888-01,26729639,low
MLS001029626-01,26726145,medium
MLS000716863-01,24809992,medium
MLS002161420-01,57257121,medium
MLS001097599-01,56316886,low
MLS002171695-01,57259613,medium
MLS002166073-01,57262882,medium
MLS001008531-01,47197501,medium
MLS000861705-01,26727444,medium
MLS000559845-01,26666047,medium
MLS000710636-01,24820975,medium
MLS002181216-01,57268724,medium
MLS002182543-01,57258414,medium
MLS002156407-01,57259499,medium
MLS002170027-01,57263740,low
MLS001214923-01,49646407,medium
MLS001200869-01,49671094,medium
MLS001181097-01,47201389,medium
MLS000712631-01,24820739,low
MLS002157451-01,57259094,low
MLS002169291-01,57265095,medium
MLS002157508-01,57259558,medium
MLS002162259-01,57259471,medium
MLS000850369-01,26731340,medium
MLS000974736-01,47198229,medium
MLS000851377-01,26731664,low
MLS000779904-01,26667312,medium
MLS002166675-01,57268359,medium
MLS001291274-01,56324219,medium
MLS002165469-01,57267809,low
MLS002161650-01,57259459,medium
MLS001212934-01,49643109,medium
MLS000858703-01,26728291,low
MLS001029947-01,26658888,low
MLS000767874-01,26662565,low
MLS001238417-01,51086827,low
MLS001234708-01,51086549,medium
MLS002156275-01,57261022,medium
MLS002156715-01,57268471,high
MLS000332971-01,26661900,medium
MLS000717784-01,24806547,low
MLS000686259-01,24814498,low
MLS001173561-01,49647468,low
MLS001235159-01,51087200,medium
MLS001234851-01,51087283,medium
MLS002171804-01,57259494,low
MLS002156443-01,57266306,medium
MLS000763213-01,26662581,low
MLS000779848-01,26661222,medium
MLS001163708-01,47199562,medium
MLS001172611-01,49676413,medium
MLS001099106-01,56324228,medium
MLS001237298-01,51087650,low
MLS002157864-01,57264727,medium
MLS002161792-01,57266705,medium
MLS001111272-01,26729427,medium
MLS000859501-01,26729099,medium
MLS001173234-01,49646644,low
MLS001140008-01,56318534,medium
MLS001239179-01,51085700,medium
MLS000879187-01,51085089,low
MLS002161502-01,57259501,medium
MLS000861741-01,26731673,low
MLS000851424-01,26730169,medium
MLS000719015-01,24788150,medium
MLS001202447-01,49640990,medium
MLS001139816-01,56318279,medium
MLS002163314-01,57259356,low
MLS002157468-01,57259734,medium
MLS002171023-01,57265832,low
MLS000333418-01,26663334,medium
MLS000851435-01,26729480,low
MLS001183539-01,47201212,medium
MLS001207010-01,49642447,medium
MLS001031964-01,56323723,medium
MLS001236219-01,56320346,medium
MLS002161633-01,57259727,medium
MLS002171777-01,57259563,medium
MLS001212417-01,49643576,medium
MLS001210983-01,49644480,high
MLS001212421-01,49643082,low
MLS001206103-01,47203893,medium
MLS001212180-01,49645456,low
MLS001212660-01,49644253,low
MLS001008702-01,47197406,low
MLS001209370-01,49640747,medium
MLS001212336-01,49643286,low
MLS001209082-01,49644595,medium
MLS001210917-01,49644129,medium
MLS001205207-01,47203459,medium
MLS001209645-01,47201838,low
MLS001183542-01,47201211,medium
MLS001209141-01,49641465,medium
MLS001208516-01,47204576,medium
MLS001212335-01,49643285,medium
MLS001210929-01,49644199,medium
MLS001210926-01,49644118,low
MLS001205185-01,47204044,medium
MLS001209384-01,47204691,medium
MLS001209151-01,49641494,medium
MLS001180814-01,47195187,low
MLS001208503-01,47204987,medium
MLS001211012-01,49644358,medium
MLS001210943-01,49644298,medium
MLS001211000-01,49644750,medium
MLS001001052-01,47199475,medium
MLS001202522-01,49641218,medium
MLS001164377-01,47199786,medium
MLS001207683-01,47200788,medium
MLS001208499-01,47204697,medium
MLS001211005-01,49644352,medium
MLS001210931-01,49644196,medium
MLS001210918-01,49644387,low
MLS001180214-01,47195794,medium
MLS001179504-01,47195780,low
MLS001178356-01,47194667,medium
MLS001209364-01,47204373,medium
MLS001208580-01,47204573,medium
MLS001211006-01,49644353,medium
MLS001212368-01,49643058,medium
MLS001210968-01,49644738,low
MLS001208478-01,47204760,medium
MLS001208418-01,49642585,medium
MLS001205520-01,47204919,low
MLS001208608-01,47204602,medium
MLS001208549-01,47204556,medium
MLS001211009-01,49644355,medium
MLS001167863-01,49678265,medium
MLS001210974-01,49644876,medium
MLS001000594-01,47198347,medium
MLS001209919-01,47201718,low
MLS001209441-01,47204728,low
MLS001208599-01,47204637,medium
MLS001208515-01,47204575,medium
MLS001210994-01,49644308,medium
MLS001212374-01,49643396,medium
MLS001212402-01,49643618,low
MLS001206349-01,49641213,low
MLS001209444-01,47204855,low
MLS001202579-01,49642757,medium
MLS001208554-01,47204988,medium
MLS001208506-01,47204736,medium
MLS001212425-01,49643078,medium
MLS001210916-01,49644732,low
MLS001210007-01,47202704,low
MLS001179071-01,47195725,low
MLS001180803-01,47194419,medium
MLS001208500-01,47204732,low
MLS001001299-01,47202275,medium
MLS001212394-01,49643624,medium
MLS001210923-01,49644220,low
MLS001209345-01,47204500,medium
MLS001007936-01,47196893,low
MLS001183641-01,47202110,low
MLS001208543-01,47204743,medium
MLS001208610-01,47204603,medium
MLS001209393-01,47204842,low
MLS001163805-01,49646001,medium
MLS001198656-01,49679137,medium
MLS001195566-01,49666181,medium
MLS001166412-01,49665739,medium
MLS001165669-01,49666549,medium
MLS001173048-01,49677000,medium
MLS001199165-01,49679420,low
MLS001165620-01,49666094,medium
MLS001201066-01,49679025,medium
MLS001198655-01,49725120,medium
MLS001166499-01,49666725,medium
MLS001166393-01,49665740,medium
MLS001165783-01,49666421,low
MLS001172713-01,49676414,medium
MLS001172661-01,49676758,medium
MLS001165225-01,49666227,low
MLS001199262-01,49679679,low
MLS001199334-01,49679407,low
MLS001166418-01,49666053,low
MLS001165773-01,49666412,low
MLS001233700-01,49731992,low
MLS001195051-01,49679735,low
MLS001171079-01,49680810,medium
MLS001202216-01,49669623,medium
MLS001199286-01,49679623,low
MLS001199337-01,49679551,medium
MLS001166438-01,49666028,medium
MLS001195552-01,49665860,low
MLS001233729-01,49676863,medium
MLS001172654-01,49676762,medium
MLS001172624-01,49676484,medium
MLS001172119-01,49674296,medium
MLS001199240-01,49679568,medium
MLS001201072-01,49731965,medium
MLS001166446-01,49665825,medium
MLS001195556-01,49666218,medium
MLS001233666-01,49729226,low
MLS001172689-01,49676704,medium
MLS001172644-01,49676924,medium
MLS001165261-01,49665912,low
MLS001163817-01,49646622,medium
MLS001199734-01,49679056,low
MLS001174725-01,49680746,medium
MLS001166474-01,49665807,low
MLS001233677-01,49676563,medium
MLS001179975-01,49680820,medium
MLS001172649-01,49676830,medium
MLS001165236-01,49666255,low
MLS001198693-01,49679287,medium
MLS001199270-01,49731954,medium
MLS001165670-01,49665942,medium
MLS001166439-01,49665823,low
MLS001172980-01,49676462,medium
MLS001172586-01,49677323,medium
MLS001172557-01,49677015,medium
MLS001166445-01,49665824,medium
MLS001202239-01,49731966,low
MLS001195487-01,49666367,low
MLS001195560-01,49665736,medium
MLS001213191-01,49646298,medium
MLS001173000-01,49677410,medium
MLS001172705-01,49676441,low
MLS001172566-01,49677011,low
MLS001165235-01,49666659,medium
MLS001199331-01,49725132,medium
MLS001166482-01,49666713,medium
MLS001166020-01,49666443,medium
MLS001166413-01,49666072,medium
MLS001172371-01,49677123,medium
MLS001172642-01,49676837,medium
MLS001172533-01,49677080,medium
MLS001182176-01,49671624,medium
MLS001198606-01,49679798,medium
MLS001195568-01,49666182,medium
MLS001166430-01,49665771,low
MLS001166426-01,49666029,medium
MLS001173071-01,49677090,medium
MLS001172655-01,49676760,medium
MLS001166293-01,49666603,low
MLS001165257-01,49666200,medium
MLS001199746-01,49669887,low
MLS001200828-01,49670001,medium
MLS001200180-01,49669686,low
MLS001201171-01,49670794,medium
MLS001198587-01,49670441,medium
MLS001201060-01,49669369,medium
MLS001163793-01,49646125,medium
MLS001197621-01,49667088,low
MLS001200347-01,49669931,low
MLS001199313-01,49669420,medium
MLS001200355-01,49669993,medium
MLS001201325-01,49669331,medium
MLS001197242-01,49670768,low
MLS001182172-01,49671793,low
MLS001194865-01,49667188,medium
MLS001194842-01,49667263,medium
MLS001200806-01,49670157,medium
MLS001200852-01,49669448,medium
MLS001199296-01,49669683,medium
MLS001201013-01,49669347,low
MLS001181440-01,49671240,medium
MLS001201117-01,49669834,medium
MLS001197737-01,49667727,medium
MLS001181525-01,49671976,medium
MLS001200850-01,49669410,medium
MLS001200331-01,49669604,medium
MLS001200328-01,49669361,low
MLS001199138-01,49679418,low
MLS001201337-01,49670181,medium
MLS001201108-01,49669373,low
MLS001197691-01,49667899,medium
MLS001196244-01,49667756,low
MLS001200816-01,49669935,medium
MLS001200333-01,49669994,low
MLS001200864-01,49669853,low
MLS001199939-01,49669249,medium
MLS001201090-01,49669908,low
MLS001175283-01,49675054,low
MLS001175371-01,49680853,medium
MLS001198545-01,49671124,low
MLS001199616-01,49669679,medium
MLS001198648-01,49671114,medium
MLS001200257-01,49670470,medium
MLS001201338-01,49669903,medium
MLS001202263-01,49669910,medium
MLS001214305-01,49665073,medium
MLS001195013-01,49667624,low
MLS001200736-01,49669529,medium
MLS001200749-01,49669247,medium
MLS001199980-01,49670654,low
MLS001200290-01,49670850,low
MLS001194348-01,49649401,low
MLS001173550-01,49646530,medium
MLS001194784-01,49667959,low
MLS001200751-01,49669933,medium
MLS001200879-01,49669401,medium
MLS001201159-01,49670653,medium
MLS001201078-01,49670043,low
MLS001201036-01,49669836,low
MLS001196490-01,49668563,low
MLS001195142-01,49667382,medium
MLS001196303-01,49666856,low
MLS001175316-01,49674640,medium
MLS001200826-01,49669852,medium
MLS001199965-01,49670550,medium
MLS001201326-01,49670183,medium
MLS001201025-01,49669257,low
MLS001199719-01,49669189,medium
MLS001197703-01,49667896,low
MLS001194724-01,49667623,medium
MLS001200865-01,49670003,medium
MLS001199273-01,49670126,low
MLS001201135-01,49671016,medium
MLS001200219-01,49670707,low
MLS001194958-01,49649491,low
MLS001197763-01,49667588,medium
MLS001163978-01,49646465,low
MLS000716460-01,24802316,medium
MLS000624302-01,24816321,medium
MLS002161592-01,57261774,medium
MLS002247916-01,85268595,medium
MLS002245330-01,85268056,medium
MLS000856546-01,24801898,medium
MLS000703166-01,24822503,medium
MLS000767304-01,26665355,low
MLS000333072-01,26661470,medium
MLS000777166-01,26660736,low
MLS002158379-01,57260698,medium
MLS002247932-01,85268607,medium
MLS002249450-01,85270923,medium
MLS000777392-01,26670983,low
MLS000419110-01,24816898,medium
MLS000333551-01,26663350,medium
MLS001166325-01,49649013,medium
MLS001001756-01,47200092,medium
MLS002248584-01,85269092,medium
MLS002253046-01,85269730,low
MLS002245286-01,85268020,low
MLS000777728-01,26671007,medium
MLS001004242-01,24840518,low
MLS000768790-01,26671339,medium
MLS001001801-01,47199961,medium
MLS000780330-01,26662262,low
MLS002248536-01,85269063,low
MLS002245274-01,85268010,medium
MLS002245241-01,85267981,high
MLS000672510-01,24795048,medium
MLS000712762-01,24818113,medium
MLS000762445-01,26663119,low
MLS001210781-01,49642892,low
MLS000974528-01,47196602,low
MLS002248531-01,85269058,medium
MLS002245250-01,85267989,medium
MLS002246481-01,85268403,medium
MLS000766744-01,24818161,medium
MLS000770923-01,26670166,medium
MLS000861522-01,26727385,medium
NA,47195482,medium
MLS001196530-01,49668676,low
MLS002244791-01,85273637,high
MLS002245289-01,85268023,medium
MLS001013357-01,24831572,low
MLS000778641-01,26663211,medium
MLS000856026-01,24808543,low
MLS000850484-01,26726694,medium
MLS001183399-01,47200563,medium
MLS001163449-01,47201955,low
MLS002248609-01,85269113,high
MLS002245263-01,85268001,high
MLS000777655-01,26671097,medium
MLS000777735-01,26660838,medium
MLS000770189-01,24826317,medium
MLS000850470-01,26726864,medium
MLS001171031-01,49680188,medium
MLS001001726-01,47199420,medium
MLS002253024-01,85269709,medium
MLS002253035-01,85269720,low
MLS000871688-01,24814441,medium
MLS001018753-01,26657680,low
MLS000850712-01,26727818,medium
MLS000517097-01,24828155,medium
MLS001171476-01,49673953,medium
MLS001196379-01,49666843,low
MLS002251847-01,85270071,medium
MLS002251345-01,85269387,medium
MLS000777413-01,26670883,low
MLS000711805-01,24801250,low
MLS000830722-01,26728178,medium
MLS000757620-01,26724337,medium
MLS001217552-01,49730053,low
MLS001205950-01,49642396,medium
MLS002247905-01,85268585,medium
MLS002246243-01,85268261,medium
MLS000419235-01,24815398,medium
MLS000778156-01,26667092,medium
MLS000768040-01,26662065,medium
MLS000778675-01,26663249,low
MLS000718032-01,24780087,medium
MLS000717940-01,24780543,medium
MLS000714586-01,24781039,low
MLS000773030-01,24781368,high
MLS000717863-01,24782043,medium
MLS000735489-01,24782268,medium
MLS000718008-01,24782406,medium
MLS000621542-01,24782577,medium
MLS000718077-01,24782686,medium
MLS000735472-01,24784048,medium
MLS000714185-01,24784809,medium
MLS000621550-01,24785873,low
MLS000693232-01,24786653,medium
MLS000693220-01,24786660,low
MLS000664099-01,24787572,medium
MLS000621603-01,24788232,medium
MLS000714477-01,24789855,medium
MLS000714159-01,24790186,medium
MLS000693738-01,24790323,medium
MLS000693784-01,24790330,medium
MLS000693734-01,24790396,medium
MLS000693759-01,24790473,medium
MLS000624624-01,24792633,low
MLS000666443-01,24793575,low
MLS000626805-01,24793662,medium
MLS000666444-01,24793694,medium
MLS000666430-01,24793696,medium
MLS000666345-01,24793883,low
MLS000665946-01,24796350,medium
MLS000665958-01,24796391,medium
MLS000665952-01,24796397,medium
MLS000665972-01,24796858,medium
MLS000665912-01,24796969,medium
MLS000665923-01,24797088,low
MLS000701754-01,24797110,medium
MLS000665975-01,24797423,medium
MLS000665969-01,24797426,medium
MLS000665957-01,24797584,medium
MLS000732274-01,24799622,medium
MLS000714607-01,24801366,medium
MLS000714689-01,24802177,medium
MLS000718603-01,24803555,medium
MLS000718565-01,24803859,medium
MLS000663611-01,24803939,medium
MLS000712238-01,24805446,medium
MLS000712199-01,24805478,medium
MLS000765814-01,24806357,medium
MLS000766091-01,24808524,medium
MLS000766070-01,24809113,low
MLS000709430-01,24809306,medium
MLS000712866-01,24809377,medium
MLS000766009-01,24809769,medium
MLS000712850-01,24810021,medium
MLS000724499-01,24810168,medium
MLS000724493-01,24810762,medium
MLS000728129-01,24811349,low
MLS000703488-01,24816145,low
MLS000703492-01,24816625,low
MLS000765740-01,24817711,medium
MLS000764730-01,24818107,medium
MLS000856176-01,24818108,medium
MLS000709682-01,24818423,medium
MLS000721748-01,24818753,low
MLS000721536-01,24818829,medium
MLS000706980-01,24819361,medium
MLS000764275-01,24819502,low
MLS000764201-01,24819981,medium
MLS001003950-01,24828674,medium
MLS001003748-01,24830316,medium
MLS000770728-01,24830537,low
MLS000770784-01,24830690,medium
MLS001005489-01,24831582,low
MLS000771418-01,24836371,low
MLS000774878-01,24836816,low
MLS000775411-01,24836872,medium
MLS000775416-01,24836979,low
MLS000775420-01,24836980,medium
MLS001002052-01,24836998,medium
MLS001007376-01,24837343,medium
MLS001005721-01,24837677,medium
NCGC00021632-02,855596,medium
MLS000715868-01,24780687,medium
MLS000715867-01,24782174,medium
MLS000723520-01,24782440,low
MLS000723507-01,24782446,medium
MLS000723540-01,24782694,medium
MLS000677454-01,24784123,medium
MLS000710913-01,24789776,medium
MLS000710779-01,24790149,medium
MLS000689831-01,24790380,low
MLS000855937-01,24796656,medium
MLS000711019-01,24801091,medium
MLS000716050-01,24801669,medium
MLS000716083-01,24802075,medium
MLS000716533-01,24803324,medium
MLS000715880-01,24803443,medium
MLS000715890-01,24804005,medium
MLS000716672-01,24809259,low
MLS000710569-01,24809919,low
MLS000710570-01,24809954,low
MLS000711554-01,24810993,medium
MLS000724134-01,24811250,medium
MLS000723674-01,24811775,medium
MLS000678534-01,24815712,medium
MLS000763546-01,24818811,low
MLS000736427-01,24821259,medium
MLS000723757-01,24822821,low
MLS000675011-01,24823029,medium
MLS000674992-01,24823504,medium
MLS000682046-01,24823567,medium
MLS000674984-01,24823581,medium
MLS000516746-01,24830905,medium
MLS001029755-01,26659313,medium
MLS000768010-01,26662081,medium
MLS000333310-01,26662261,medium
MLS000332930-01,26662770,low
MLS001044344-01,26662772,medium
MLS000767585-01,26663047,medium
MLS000333415-01,26663339,medium
MLS000769213-01,26665670,medium
MLS000768504-01,26725981,medium
MLS000858794-01,26729965,low
MLS000835015-01,26730470,medium
MLS001180149-01,47199274,low
MLS001207248-01,47202806,low
MLS001205389-01,49641131,low
MLS001165139-01,49647903,medium
MLS001173410-01,49664902,medium
MLS001177007-01,49672849,low
MLS001172415-01,49677764,medium
MLS001220794-01,49728495,medium
MLS001234814-01,51087166,medium
MLS001234824-01,51090145,medium
MLS001071623-01,56314912,medium
MLS001077032-01,56315329,medium
MLS001079117-01,56315766,medium
MLS001079269-01,56316000,medium
MLS001081264-01,56316180,low
MLS001128390-01,56317445,low
MLS001128418-01,56317484,medium
MLS001129099-01,56317739,medium
MLS001138570-01,56318051,medium
MLS001138807-01,56318705,medium
MLS001138850-01,56318789,medium
MLS001157331-01,56320039,medium
MLS001303534-01,56320420,medium
MLS001160623-01,56321528,medium
MLS001097970-01,56321598,medium
MLS001079200-01,56321972,medium
MLS001159429-01,56322176,low
MLS001157354-01,56322514,medium
MLS001098008-01,56322515,medium
MLS001031706-01,56323263,medium
MLS001159805-01,56323477,medium
MLS001157324-01,56323801,medium
MLS001161453-01,56324127,medium
MLS002182418-01,57258630,medium
MLS001359730-01,57261193,medium
MLS002156983-01,57263597,medium
MLS002157907-01,57268761,medium
MLS000710772-01,24781545,low
MLS000764808-01,24784300,low
MLS000723547-01,24784481,low
MLS000716363-01,24784504,medium
MLS000682996-01,24789112,medium
MLS000710789-01,24790147,medium
MLS000711915-01,24790285,low
MLS000687964-01,24790556,medium
MLS000677391-01,24791149,low
MLS000683301-01,24792119,low
MLS000711144-01,24801345,low
MLS000711506-01,24801407,medium
MLS000716482-01,24803076,medium
MLS000711041-01,24803429,medium
MLS000716528-01,24803471,medium
MLS000715912-01,24803833,medium
MLS000709121-01,24804838,medium
MLS000677414-01,24805146,low
MLS000711971-01,24805213,medium
MLS000712026-01,24805294,medium
MLS000707902-01,24808048,low
MLS000710737-01,24809247,medium
MLS000710734-01,24809355,medium
MLS000710723-01,24809461,medium
MLS000710703-01,24809490,medium
MLS000710694-01,24809492,medium
MLS000710707-01,24809613,medium
MLS000716873-01,24809804,medium
MLS000710722-01,24809896,medium
MLS000710975-01,24810888,medium
MLS000724207-01,24810913,low
MLS000723510-01,24811517,medium
MLS000677398-01,24813603,low
MLS000675271-01,24813879,medium
MLS000682940-01,24813934,low
MLS000689787-01,24814896,medium
MLS000689788-01,24814897,medium
MLS000674564-01,24815184,medium
MLS000710891-01,24817297,medium
MLS000711549-01,24820352,low
MLS000710969-01,24820762,medium
MLS000716860-01,24821164,medium
MLS000696211-01,24821289,low
MLS000723948-01,24823130,low
MLS000689785-01,24823826,medium
MLS000830237-01,26728828,low
MLS001163307-01,47197830,low
MLS001000935-01,47198606,medium
MLS001000943-01,47198863,medium
MLS001179520-01,47199212,medium
MLS001001760-01,47199642,medium
MLS001001803-01,47199907,medium
MLS001209038-01,47203308,medium
MLS001211083-01,49641498,low
MLS001205948-01,49642394,low
MLS001204085-01,49643007,low
MLS001204081-01,49643012,low
MLS001204087-01,49643547,low
MLS001215916-01,49646105,low
MLS001214729-01,49647737,medium
MLS001165148-01,49647816,medium
MLS001164766-01,49648059,medium
MLS001196160-01,49649238,medium
MLS001196196-01,49649301,low
MLS001196184-01,49649576,low
MLS001166302-01,49666601,medium
MLS001202278-01,49669485,medium
MLS001196044-01,49669883,low
MLS001181636-01,49671429,low
MLS001182117-01,49671743,low
MLS001171496-01,49674270,medium
MLS001177479-01,49674571,low
MLS001174626-01,49680402,low
MLS001174936-01,49680824,low
MLS001147607-01,49821389,low
MLS001147296-01,49825635,low
NA,50085986,low
MLS001234046-01,51085733,low
MLS001079141-01,56315780,medium
MLS001078283-01,56321573,medium
MLS000677406-01,24780229,medium
MLS000677447-01,24780231,medium
MLS000717096-01,24780237,medium
MLS000711838-01,24780388,medium
MLS000710684-01,24780853,medium
MLS000710648-01,24780856,medium
MLS000723938-01,24782818,low
MLS000717094-01,24782821,medium
MLS000723858-01,24782835,medium
MLS000723903-01,24782853,low
MLS000717081-01,24782930,medium
MLS000418394-01,24784097,low
MLS000677418-01,24784122,medium
MLS000716046-01,24787118,low
MLS000716703-01,24787243,medium
MLS000705760-01,24788043,low
MLS000710904-01,24789404,medium
MLS000710861-01,24789463,medium
MLS000710855-01,24789465,medium
MLS000710668-01,24789502,medium
MLS000710935-01,24789770,medium
MLS000710748-01,24790062,medium
MLS000711910-01,24790287,medium
MLS000677457-01,24790725,medium
MLS000677449-01,24790731,medium
MLS000677441-01,24790901,medium
MLS000855890-01,24796698,medium
MLS000703949-01,24796936,low
MLS000711024-01,24801033,medium
MLS000711164-01,24801187,low
MLS000711165-01,24801321,medium
MLS000713523-01,24801906,medium
MLS000711424-01,24802453,low
MLS000711321-01,24802823,medium
MLS000711434-01,24802892,low
MLS000716583-01,24802924,medium
MLS000711133-01,24802970,low
MLS000716490-01,24803071,medium
MLS000716548-01,24803176,medium
MLS000711103-01,24803337,medium
MLS000711105-01,24803338,low
MLS000711101-01,24803344,medium
MLS000715919-01,24803579,medium
MLS000677458-01,24804072,low
MLS000715913-01,24804197,low
MLS000716777-01,24808512,low
MLS000710340-01,24808827,low
MLS000710518-01,24808958,medium
MLS000716926-01,24809339,medium
MLS000716649-01,24809538,medium
MLS000717134-01,24809593,medium
MLS000710567-01,24809706,low
MLS000710778-01,24809761,medium
MLS000716683-01,24809765,medium
MLS000716825-01,24810120,medium
MLS000724300-01,24810933,medium
MLS000711594-01,24811046,medium
MLS000710978-01,24811301,medium
MLS000723720-01,24811743,low
MLS000674982-01,24812879,medium
MLS000675101-01,24813478,low
MLS000675162-01,24813546,medium
MLS000677426-01,24813894,medium
MLS000677428-01,24813895,medium
MLS000695137-01,24816946,medium
MLS000715666-01,24817368,low
MLS000755248-01,24821303,low
MLS000755252-01,24821355,medium
MLS000723484-01,24822795,low
MLS000723480-01,24822796,medium
MLS000724133-01,24822805,medium
MLS000723558-01,24822816,medium
MLS000723522-01,24822876,low
MLS000723900-01,24823235,medium
MLS000675191-01,24823643,low
MLS000696229-01,24824592,low
MLS001003038-01,26670673,medium
NA,46500423,medium
MLS001176558-01,49673136,low
MLS001198717-01,49679361,medium
MLS000527881-01,24779330,medium
MLS000712700-01,24785422,medium
MLS000715391-01,24801010,medium
MLS000706892-01,24819683,medium
MLS000727754-01,24821338,low
MLS000763917-01,24821808,medium
MLS001033409-01,24830461,medium
MLS000332651-01,26660108,low
MLS000779870-01,26660520,medium
MLS000768703-01,26660946,medium
MLS000769930-01,26661748,medium
MLS001044364-01,26662351,medium
MLS000559935-01,26662357,low
MLS000762889-01,26664016,medium
MLS000769471-01,26666661,medium
MLS000769004-01,26725696,low
MLS000860655-01,26726497,low
MLS000830812-01,26726573,low
MLS000830775-01,26726793,medium
MLS000860252-01,26727174,medium
MLS000861274-01,26729044,medium
MLS000859553-01,26729323,medium
MLS000858987-01,26729880,low
MLS000834038-01,26729894,low
MLS000859556-01,26730023,low
MLS000833706-01,26730095,medium
MLS000861166-01,26730226,low
MLS000833647-01,26730489,medium
MLS000851186-01,26730524,medium
MLS000850700-01,26731710,medium
NA,47195913,high
MLS000974322-01,47196646,low
MLS001008556-01,47198129,medium
MLS001000515-01,47198248,low
MLS001001683-01,47198677,medium
MLS001001570-01,47198720,medium
MLS001183556-01,47200526,medium
MLS001181230-01,47200711,medium
MLS001211162-01,47200973,medium
MLS001211302-01,47201186,medium
MLS001205466-01,47202431,medium
MLS001208660-01,47203431,medium
MLS001208438-01,47204006,low
MLS001208843-01,47204315,medium
MLS001208755-01,47204955,medium
MLS001206801-01,49640989,medium
MLS001206901-01,49641079,low
MLS001206459-01,49641308,low
MLS001205985-01,49641954,low
MLS001207407-01,49642296,low
MLS001205949-01,49642395,low
MLS001212638-01,49644281,low
MLS001212609-01,49644599,medium
MLS001215904-01,49647361,medium
MLS001164965-01,49648484,medium
MLS001206348-01,49665199,medium
MLS001213144-01,49665524,medium
MLS001198428-01,49670723,medium
MLS001181811-01,49672156,low
MLS001181718-01,49672297,medium
MLS001181684-01,49672395,medium
MLS001171450-01,49674029,medium
MLS001172102-01,49674322,low
MLS001177410-01,49675059,medium
MLS001167968-01,49677109,medium
MLS001166831-01,49677940,low
MLS001167090-01,49678178,medium
MLS001197729-01,49678912,low
MLS001196820-01,49679424,low
MLS001198489-01,49679613,low
MLS001196696-01,49680102,low
MLS001101373-01,49720574,medium
MLS001200967-01,49725118,medium
MLS001218573-01,49726480,medium
MLS001223280-01,49728404,low
MLS001147365-01,49821311,low
MLS001034354-01,49825694,medium
MLS001099681-01,50086734,low
MLS001291206-01,56322902,medium
MLS001359825-01,57261278,medium
NCGC00022193-01,855684,medium
NCGC00022415-01,855729,medium
MLS000584128-01,17510352,medium
MLS000723527-01,24782437,medium
MLS000723477-01,24782706,medium
MLS000723825-01,24784558,medium
MLS000673520-01,24790908,medium
MLS000711462-01,24801196,medium
MLS000711469-01,24801198,medium
MLS000711537-01,24801328,medium
MLS000711487-01,24801441,medium
MLS000711473-01,24801447,medium
MLS000711962-01,24805310,medium
MLS000711967-01,24805321,low
MLS000856696-01,24808236,low
MLS000856349-01,24808269,medium
MLS000766095-01,24808583,medium
MLS000710793-01,24809302,medium
MLS000709436-01,24809305,medium
MLS000716886-01,24809369,medium
MLS000716655-01,24809536,medium
MLS000716799-01,24809871,medium
MLS000707307-01,24810023,low
MLS000724254-01,24810469,medium
MLS000724169-01,24811390,low
MLS000723530-01,24811519,medium
MLS000723443-01,24811783,low
MLS000675126-01,24813164,medium
MLS000708092-01,24818262,low
MLS000696212-01,24821099,medium
MLS000719143-01,24821927,medium
MLS000724109-01,24822878,medium
MLS000723881-01,24822943,low
MLS001007410-01,24828447,medium
MLS000878816-01,24838348,low
MLS000516710-01,26658327,medium
MLS001029895-01,26659332,low
MLS001012392-01,26660475,low
MLS000333302-01,26662494,medium
MLS000767974-01,26671611,low
MLS000861751-01,26727438,medium
MLS000833760-01,26727662,medium
MLS000834816-01,26728680,medium
MLS000860690-01,26728942,low
MLS000830177-01,26728981,low
MLS000830161-01,26729367,low
MLS000830153-01,26729378,medium
MLS000830206-01,26729710,low
MLS000861824-01,26729793,low
MLS000861078-01,26730055,medium
MLS000850597-01,26730932,medium
MLS000849877-01,26731373,medium
MLS001181378-01,47200652,medium
MLS001183461-01,47203044,medium
MLS001211045-01,49640972,medium
MLS001211103-01,49641512,medium
MLS001204070-01,49641649,low
MLS001203966-01,49641789,medium
MLS001208279-01,49642524,medium
MLS001213030-01,49643259,medium
MLS001205767-01,49643349,medium
MLS001211985-01,49644070,medium
MLS001212445-01,49644215,medium
MLS001163806-01,49646627,medium
MLS001215031-01,49647714,low
MLS001216068-01,49647778,low
MLS001214128-01,49665056,low
MLS001165981-01,49666385,medium
MLS000879204-01,49678139,medium
MLS001199455-01,49680074,medium
MLS000950142-01,49715917,low
MLS001147498-01,49821460,low
MLS001150118-01,49823237,medium
MLS001224297-01,49823722,medium
MLS001230119-01,49824123,medium
MLS001240025-01,49825787,low
MLS001230215-01,49825977,low
MLS001224577-01,49828761,low
MLS001098313-01,50085630,medium
MLS001079003-01,56315472,medium
MLS000712704-01,24781118,low
MLS000727492-01,24781816,medium
MLS000734065-01,24786125,medium
MLS000732772-01,24786355,medium
MLS000719086-01,24787399,medium
MLS000621757-01,24788396,low
MLS000678997-01,24788480,medium
MLS000709358-01,24789713,medium
MLS000676080-01,24793816,medium
MLS000664708-01,24794170,medium
MLS000664650-01,24794200,low
